Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Rostership %,Probable Pitcher,lineup_id,strategy
119460-174963,SS,Charles,Charles Leblanc,Leblanc,8.290908813,11,2000,ATL@NYM,ATL,NYM,,,,,,8,value
119460-102588,OF,Brewer,Brewer Hicklen,Hicklen,21.39999962,1,2000,PHI@WSH,PHI,WSH,,,,,,8,value
119460-102578,OF,Griffin,Griffin Conine,Conine,8.075,20,2000,MIA@CLE,MIA,CLE,IL,Shoulder,,,,8,value
119460-13262,OF,Jurickson,Jurickson Profar,Profar,11.70749969,40,3100,ATL@NYM,ATL,NYM,,,,,,8,value
119460-82599,P,Edward,Edward Cabrera,Cabrera,30.75,20,8900,MIA@CLE,MIA,CLE,,,,,Yes,9,value
119460-165730,C,Drew,Drew Millas,Millas,8.014285496,14,2200,PHI@WSH,WSH,PHI,,,,,,9,value
119460-162509,1B/OF,Juan,Juan Yepez,Yepez,8.784127372,63,2000,PHI@WSH,WSH,PHI,,,,,,9,value
119460-222785,2B,Luke,Luke Keaschall,Keaschall,13.92666626,15,3300,DET@MIN,MIN,DET,,,,,,9,value
119460-232219,3B,Kyle,Kyle Karros,Karros,10.91666667,6,3200,ARI@COL,COL,ARI,,,,,,9,value
119460-174963,SS,Charles,Charles Leblanc,Leblanc,8.290908813,11,2000,ATL@NYM,ATL,NYM,,,,,,9,value
119460-102588,OF,Brewer,Brewer Hicklen,Hicklen,21.39999962,1,2000,PHI@WSH,PHI,WSH,,,,,,9,value
119460-102578,OF,Griffin,Griffin Conine,Conine,8.075,20,2000,MIA@CLE,MIA,CLE,IL,Shoulder,,,,9,value
119460-13262,OF,Jurickson,Jurickson Profar,Profar,11.70749969,40,3100,ATL@NYM,ATL,NYM,,,,,,9,value
119460-119340,P,Tarik,Tarik Skubal,Skubal,43.69565217,23,11000,DET@MIN,DET,MIN,,,,,Yes,10,contrarian
119460-165602,C,Joe,Joe Mack,Mack,,0,2000,MIA@CLE,MIA,CLE,,,,,,10,contrarian
119460-222800,1B,Ralphy,Ralphy Velazquez,Velazquez,,0,2000,MIA@CLE,CLE,MIA,,,,,,10,contrarian
119460-222797,2B,Travis,Travis Bazzana,Bazzana,,0,2000,MIA@CLE,CLE,MIA,,,,,,10,contrarian
119460-172216,3B/1B,David,David Villar,Villar,5.14444436,9,2000,ATL@NYM,NYM,ATL,,,,,,10,contrarian
119460-222811,SS,Bryce,Bryce Rainer,Rainer,,0,2000,DET@MIN,DET,MIN,IL,Shoulder,,,,10,contrarian
119460-102409,OF,Nick,Nick Schnell,Schnell,,0,2000,PHI@WSH,WSH,PHI,,,,,,10,contrarian
119460-102578,OF,Griffin,Griffin Conine,Conine,8.075,20,2000,MIA@CLE,MIA,CLE,IL,Shoulder,,,,10,contrarian
119460-198884,OF,Max,Max Clark,Clark,,0,2000,DET@MIN,DET,MIN,,,,,,10,contrarian
