Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Rostership %,Probable Pitcher
119460-79280,P,Jesus,Jesus Luzardo,Luzardo,32.66666667,24,10100,PHI@WSH,PHI,WSH,,,,,Yes
119460-165527,OF/C/1B,Hunter,Hunter Goodman,Goodman,10.7584908,106,3500,ARI@COL,COL,ARI,,,,,
119460-82614,1B,Pete,Pete Alonso,Alonso,12.11333313,120,3600,ATL@NYM,NYM,ATL,,,,,
119460-222785,2B,Luke,Luke Keaschall,Keaschall,13.92666626,15,3300,DET@MIN,MIN,DET,,,,,
119460-38976,3B,Jose,Jose Ramirez,Ramirez,13.07499958,116,4100,MIA@CLE,CLE,MIA,,,,,
119460-119410,SS,CJ,CJ Abrams,Abrams,11.9915092,106,3300,PHI@WSH,WSH,PHI,,,,,
119460-102588,OF,Brewer,Brewer Hicklen,Hicklen,21.39999962,1,2000,PHI@WSH,PHI,WSH,,,,,
119460-60631,OF,Kyle,Kyle Schwarber,Schwarber,14.08916626,120,4300,PHI@WSH,PHI,WSH,,,,,
119460-79756,OF,Ronald,Ronald Acuna Jr.,Acuna Jr.,13.33818137,55,4000,ATL@NYM,ATL,NYM,IL,Calf,,,
