Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Rostership %,Probable Pitcher
119385-197980,P,Paul,Paul Skenes,Skenes,38.625,24,10800,PIT@MIL,PIT,MIL,,,,,Yes
119385-222849,C,Eduardo,Eduardo Tait,Tait,,0,2000,MIN@NYY,MIN,NYY,,,,,
119385-119412,2B/3B/1B,Owen,Owen Miller,Miller,2.722222222,9,2000,COL@STL,COL,STL,,,,,
119385-135207,2B,Alex,Alex De Goti,De Goti,,0,2000,ARI@TEX,TEX,ARI,,,,,
119385-181856,3B,Andre,Andre Lipcius,Lipcius,,0,2000,DET@CWS,CWS,DET,,,,,
119385-119362,SS,Eduardo,Eduardo Garcia,Garcia,,0,2000,PIT@MIL,MIL,PIT,,,,,
119385-102390,OF,Travis,Travis Swaggerty,Swaggerty,,0,2000,ATL@NYM,NYM,ATL,,,,,
119385-102360,OF,Connor,Connor Scott,Scott,,0,2000,WSH@KC,KC,WSH,IL,Undisclosed,,,
119385-198902,OF,Ryan,Ryan Clifford,Clifford,,0,2000,ATL@NYM,NYM,ATL,,,,,
