Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Rostership %,Probable Pitcher
119486-198872,P,Hurston,Hurston Waldrep,Waldrep,37.5,2,7600,ATL@CLE,ATL,CLE,,,,,Yes
119486-222799,C,Cooper,Cooper Ingle,Ingle,,0,2000,ATL@CLE,CLE,ATL,,,,,
119486-222800,1B,Ralphy,Ralphy Velazquez,Velazquez,,0,2000,ATL@CLE,CLE,ATL,,,,,
119486-165704,2B,Cooper,Cooper Kinney,Kinney,,0,2000,TB@SF,TB,SF,,,,,
119486-102488,3B/1B,Emmanuel,Emmanuel Rivera,Rivera,3.855555499,27,2000,BAL@HOU,BAL,HOU,,,,,
119486-135288,SS/2B/3B,Alan,Alan Trejo,Trejo,3.07857132,14,2000,TEX@TOR,TEX,TOR,,,,,
119486-102390,OF,Travis,Travis Swaggerty,Swaggerty,,0,2000,SEA@NYM,NYM,SEA,,,,,
119486-102360,OF,Connor,Connor Scott,Scott,,0,2000,CWS@KC,KC,CWS,IL,Undisclosed,,,
119486-157797,OF,Bryan,Bryan De La Cruz,De La Cruz,3.012500048,16,2000,NYY@STL,NYY,STL,,,,,
