Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Rostership %,Probable Pitcher
119460-119340,P,Tarik,Tarik Skubal,Skubal,43.69565217,23,11000,DET@MIN,DET,MIN,,,,,Yes
119460-165730,C,Drew,Drew Millas,Millas,8.014285496,14,2200,PHI@WSH,WSH,PHI,,,,,
119460-162509,1B/OF,Juan,Juan Yepez,Yepez,8.784127372,63,2000,PHI@WSH,WSH,PHI,,,,,
119460-222785,2B,Luke,Luke Keaschall,Keaschall,13.92666626,15,3300,DET@MIN,MIN,DET,,,,,
119460-232219,3B,Kyle,Kyle Karros,Karros,10.91666667,6,3200,ARI@COL,COL,ARI,,,,,
119460-174963,SS,Charles,Charles Leblanc,Leblanc,8.290908813,11,2000,ATL@NYM,ATL,NYM,,,,,
119460-102588,OF,Brewer,Brewer Hicklen,Hicklen,21.39999962,1,2000,PHI@WSH,PHI,WSH,,,,,
119460-102578,OF,Griffin,Griffin Conine,Conine,8.075,20,2000,MIA@CLE,MIA,CLE,IL,Shoulder,,,
119460-13262,OF,Jurickson,Jurickson Profar,Profar,11.70749969,40,3100,ATL@NYM,ATL,NYM,,,,,
