rank,combo_size,detailed_combo,pick_1_player,pick_1_stat,pick_1_line,pick_1_bet,pick_1_prediction,pick_1_source,pick_1_edge,pick_1_confidence,pick_2_player,pick_2_stat,pick_2_line,pick_2_bet,pick_2_prediction,pick_2_source,pick_2_edge,pick_2_confidence,pick_3_player,pick_3_stat,pick_3_line,pick_3_bet,pick_3_prediction,pick_3_source,pick_3_edge,pick_3_confidence,pick_4_player,pick_4_stat,pick_4_line,pick_4_bet,pick_4_prediction,pick_4_source,pick_4_edge,pick_4_confidence,pick_5_player,pick_5_stat,pick_5_line,pick_5_bet,pick_5_prediction,pick_5_source,pick_5_edge,pick_5_confidence,avg_edge_pct,win_probability_pct,total_ev,kelly_bet_pct,diversity_pct,model_confidence,recommendation,data_validation_warning,all_picks_summary
1,3,3-pick: Mookie Betts hits UNDER 2.5 | Andy Pages hits UNDER 2.5 | Fernando Tatis Jr. total_bases UNDER 4.5,Mookie Betts,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Andy Pages,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Fernando Tatis Jr.,total_bases,4.5,UNDER,2.0,prizepicks,129.2%,High,,,,,,,,,,,,,,,,,129.5%,86.4%,3.89,15.0%,66.7%,High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Mookie Betts hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 2: Andy Pages hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 3: Fernando Tatis Jr. total_bases UNDER 4.5 (pred: 2.0, edge: 129.2%, prizepicks)"
2,3,3-pick: Mookie Betts hits UNDER 2.5 | Andy Pages hits UNDER 2.5 | Will Smith total_bases UNDER 4.5,Mookie Betts,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Andy Pages,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Will Smith,total_bases,4.5,UNDER,2.0,prizepicks,129.2%,High,,,,,,,,,,,,,,,,,129.5%,86.4%,3.89,15.0%,66.7%,High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Mookie Betts hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 2: Andy Pages hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 3: Will Smith total_bases UNDER 4.5 (pred: 2.0, edge: 129.2%, prizepicks)"
3,3,3-pick: Mookie Betts hits UNDER 2.5 | Andy Pages hits UNDER 2.5 | Freddie Freeman total_bases UNDER 4.5,Mookie Betts,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Andy Pages,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Freddie Freeman,total_bases,4.5,UNDER,2.0,prizepicks,129.2%,High,,,,,,,,,,,,,,,,,129.5%,86.4%,3.89,15.0%,66.7%,High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Mookie Betts hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 2: Andy Pages hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 3: Freddie Freeman total_bases UNDER 4.5 (pred: 2.0, edge: 129.2%, prizepicks)"
4,3,3-pick: Mookie Betts hits UNDER 2.5 | Andy Pages hits UNDER 2.5 | Will Wagner total_bases UNDER 4.5,Mookie Betts,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Andy Pages,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Will Wagner,total_bases,4.5,UNDER,2.0,prizepicks,129.2%,High,,,,,,,,,,,,,,,,,129.5%,86.4%,3.89,15.0%,66.7%,High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Mookie Betts hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 2: Andy Pages hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 3: Will Wagner total_bases UNDER 4.5 (pred: 2.0, edge: 129.2%, prizepicks)"
5,3,3-pick: Mookie Betts hits UNDER 2.5 | Andy Pages hits UNDER 2.5 | Brandon Lockridge total_bases UNDER 4.5,Mookie Betts,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Andy Pages,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Brandon Lockridge,total_bases,4.5,UNDER,2.0,prizepicks,129.2%,High,,,,,,,,,,,,,,,,,129.5%,86.4%,3.89,15.0%,66.7%,High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Mookie Betts hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 2: Andy Pages hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 3: Brandon Lockridge total_bases UNDER 4.5 (pred: 2.0, edge: 129.2%, prizepicks)"
6,4,4-pick: Mookie Betts hits UNDER 2.5 | Andy Pages hits UNDER 2.5 | Jo Adell hits UNDER 2.5 | Fernando Tatis Jr. total_bases UNDER 4.5,Mookie Betts,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Andy Pages,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Jo Adell,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Fernando Tatis Jr.,total_bases,4.5,UNDER,2.0,prizepicks,129.2%,High,,,,,,,,,129.6%,82.3%,5.18,15.0%,50.0%,High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Mookie Betts hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 2: Andy Pages hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 3: Jo Adell hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 4: Fernando Tatis Jr. total_bases UNDER 4.5 (pred: 2.0, edge: 129.2%, prizepicks)"
7,4,4-pick: Mookie Betts hits UNDER 2.5 | Andy Pages hits UNDER 2.5 | Jo Adell hits UNDER 2.5 | Will Smith total_bases UNDER 4.5,Mookie Betts,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Andy Pages,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Jo Adell,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Will Smith,total_bases,4.5,UNDER,2.0,prizepicks,129.2%,High,,,,,,,,,129.6%,82.3%,5.18,15.0%,50.0%,High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Mookie Betts hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 2: Andy Pages hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 3: Jo Adell hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 4: Will Smith total_bases UNDER 4.5 (pred: 2.0, edge: 129.2%, prizepicks)"
8,4,4-pick: Mookie Betts hits UNDER 2.5 | Andy Pages hits UNDER 2.5 | Jo Adell hits UNDER 2.5 | Freddie Freeman total_bases UNDER 4.5,Mookie Betts,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Andy Pages,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Jo Adell,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Freddie Freeman,total_bases,4.5,UNDER,2.0,prizepicks,129.2%,High,,,,,,,,,129.6%,82.3%,5.18,15.0%,50.0%,High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Mookie Betts hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 2: Andy Pages hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 3: Jo Adell hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 4: Freddie Freeman total_bases UNDER 4.5 (pred: 2.0, edge: 129.2%, prizepicks)"
9,4,4-pick: Mookie Betts hits UNDER 2.5 | Andy Pages hits UNDER 2.5 | Jo Adell hits UNDER 2.5 | Will Wagner total_bases UNDER 4.5,Mookie Betts,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Andy Pages,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Jo Adell,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Will Wagner,total_bases,4.5,UNDER,2.0,prizepicks,129.2%,High,,,,,,,,,129.6%,82.3%,5.18,15.0%,50.0%,High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Mookie Betts hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 2: Andy Pages hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 3: Jo Adell hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 4: Will Wagner total_bases UNDER 4.5 (pred: 2.0, edge: 129.2%, prizepicks)"
10,4,4-pick: Mookie Betts hits UNDER 2.5 | Andy Pages hits UNDER 2.5 | Jo Adell hits UNDER 2.5 | Brandon Lockridge total_bases UNDER 4.5,Mookie Betts,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Andy Pages,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Jo Adell,hits,2.5,UNDER,0.8,prizepicks,129.7%,High,Brandon Lockridge,total_bases,4.5,UNDER,2.0,prizepicks,129.2%,High,,,,,,,,,129.6%,82.3%,5.18,15.0%,50.0%,High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Mookie Betts hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 2: Andy Pages hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 3: Jo Adell hits UNDER 2.5 (pred: 0.8, edge: 129.7%, prizepicks) | Pick 4: Brandon Lockridge total_bases UNDER 4.5 (pred: 2.0, edge: 129.2%, prizepicks)"
