player,category,source,line,prediction,model_prob_over,implied_prob,recommended_bet,expected_value,edge,confidence,optimal_entry_size,kelly_bet_pct,kelly_bet_amount,odds
Chris Sale,pitcher_strikeouts,prizepicks,6.5,2.7564638749665797,0.01,0.5850622406639004,UNDER,1.3859000000000001,1.3859000000000001,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Jacob deGrom,pitcher_strikeouts,prizepicks,10.5,5.646366253037214,0.01,0.5850622406639004,UNDER,1.3859000000000001,1.3859000000000001,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Jacob deGrom,pitcher_strikeouts,prizepicks,10.5,3.732579439433221,0.01,0.5850622406639004,UNDER,1.3859000000000001,1.3859000000000001,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Jacob deGrom,pitcher_strikeouts,prizepicks,10.5,4.470285120475378,0.01,0.5850622406639004,UNDER,1.3859000000000001,1.3859000000000001,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Framber Valdez,pitcher_strikeouts,prizepicks,8.5,3.940093045570962,0.01,0.5850622406639004,UNDER,1.3859000000000001,1.3859000000000001,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Framber Valdez,pitcher_strikeouts,prizepicks,8.5,4.254349192653587,0.01,0.5850622406639004,UNDER,1.3859000000000001,1.3859000000000001,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Matthew Boyd,pitcher_strikeouts,prizepicks,6.5,2.7141661444557426,0.01,0.5850622406639004,UNDER,1.3859000000000001,1.3859000000000001,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Spencer Schwellenbach,pitcher_strikeouts,prizepicks,8.5,5.095601047013248,0.01,0.5850622406639004,UNDER,1.3859000000000001,1.3859000000000001,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Spencer Schwellenbach,pitcher_strikeouts,prizepicks,8.5,4.827403279357626,0.01,0.5850622406639004,UNDER,1.3859000000000001,1.3859000000000001,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Yoshinobu Yamamoto,pitcher_strikeouts,prizepicks,8.5,1.6793909469076307,0.01,0.5850622406639004,UNDER,1.3859000000000001,1.3859000000000001,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
