rank,combo_size,detailed_combo,pick_1_player,pick_1_stat,pick_1_line,pick_1_bet,pick_1_prediction,pick_1_source,pick_1_edge,pick_1_confidence,pick_2_player,pick_2_stat,pick_2_line,pick_2_bet,pick_2_prediction,pick_2_source,pick_2_edge,pick_2_confidence,pick_3_player,pick_3_stat,pick_3_line,pick_3_bet,pick_3_prediction,pick_3_source,pick_3_edge,pick_3_confidence,pick_4_player,pick_4_stat,pick_4_line,pick_4_bet,pick_4_prediction,pick_4_source,pick_4_edge,pick_4_confidence,pick_5_player,pick_5_stat,pick_5_line,pick_5_bet,pick_5_prediction,pick_5_source,pick_5_edge,pick_5_confidence,avg_edge_pct,win_probability_pct,total_ev,kelly_bet_pct,diversity_pct,model_confidence,recommendation,data_validation_warning,all_picks_summary
1,3,3-pick: Tyler Glasnow pitcher_strikeouts UNDER 4.5 | Michael Soroka pitcher_strikeouts UNDER 6.5 | Jonathan Cannon pitcher_strikeouts UNDER 6.5,Tyler Glasnow,pitcher_strikeouts,4.5,UNDER,0.5,prizepicks,138.6%,High,Michael Soroka,pitcher_strikeouts,6.5,UNDER,0.5,prizepicks,138.6%,High,Jonathan Cannon,pitcher_strikeouts,6.5,UNDER,0.5,prizepicks,138.6%,High,,,,,,,,,,,,,,,,,138.6%,97.0%,4.16,15.0%,33.3%,Very High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Tyler Glasnow pitcher_strikeouts UNDER 4.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 2: Michael Soroka pitcher_strikeouts UNDER 6.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 3: Jonathan Cannon pitcher_strikeouts UNDER 6.5 (pred: 0.5, edge: 138.6%, prizepicks)"
2,3,3-pick: Tyler Glasnow pitcher_strikeouts UNDER 4.5 | Michael Soroka pitcher_strikeouts UNDER 6.5 | Jonathan Cannon pitcher_strikeouts UNDER 4.5,Tyler Glasnow,pitcher_strikeouts,4.5,UNDER,0.5,prizepicks,138.6%,High,Michael Soroka,pitcher_strikeouts,6.5,UNDER,0.5,prizepicks,138.6%,High,Jonathan Cannon,pitcher_strikeouts,4.5,UNDER,0.5,underdog,134.2%,High,,,,,,,,,,,,,,,,,137.1%,97.0%,4.11,15.0%,33.3%,Very High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Tyler Glasnow pitcher_strikeouts UNDER 4.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 2: Michael Soroka pitcher_strikeouts UNDER 6.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 3: Jonathan Cannon pitcher_strikeouts UNDER 4.5 (pred: 0.5, edge: 134.2%, underdog)"
3,3,3-pick: Tyler Glasnow pitcher_strikeouts UNDER 4.5 | Jonathan Cannon pitcher_strikeouts UNDER 6.5 | Michael Soroka pitcher_strikeouts UNDER 4.5,Tyler Glasnow,pitcher_strikeouts,4.5,UNDER,0.5,prizepicks,138.6%,High,Jonathan Cannon,pitcher_strikeouts,6.5,UNDER,0.5,prizepicks,138.6%,High,Michael Soroka,pitcher_strikeouts,4.5,UNDER,0.5,underdog,134.2%,High,,,,,,,,,,,,,,,,,137.1%,97.0%,4.11,15.0%,33.3%,Very High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Tyler Glasnow pitcher_strikeouts UNDER 4.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 2: Jonathan Cannon pitcher_strikeouts UNDER 6.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 3: Michael Soroka pitcher_strikeouts UNDER 4.5 (pred: 0.5, edge: 134.2%, underdog)"
4,3,3-pick: Michael Soroka pitcher_strikeouts UNDER 6.5 | Jonathan Cannon pitcher_strikeouts UNDER 6.5 | Tyler Glasnow pitcher_strikeouts UNDER 4.5,Michael Soroka,pitcher_strikeouts,6.5,UNDER,0.5,prizepicks,138.6%,High,Jonathan Cannon,pitcher_strikeouts,6.5,UNDER,0.5,prizepicks,138.6%,High,Tyler Glasnow,pitcher_strikeouts,4.5,UNDER,0.5,underdog,134.2%,High,,,,,,,,,,,,,,,,,137.1%,97.0%,4.11,15.0%,33.3%,Very High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Michael Soroka pitcher_strikeouts UNDER 6.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 2: Jonathan Cannon pitcher_strikeouts UNDER 6.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 3: Tyler Glasnow pitcher_strikeouts UNDER 4.5 (pred: 0.5, edge: 134.2%, underdog)"
5,3,3-pick: Tyler Glasnow pitcher_strikeouts UNDER 4.5 | Michael Soroka pitcher_strikeouts UNDER 4.5 | Jonathan Cannon pitcher_strikeouts UNDER 4.5,Tyler Glasnow,pitcher_strikeouts,4.5,UNDER,0.5,prizepicks,138.6%,High,Michael Soroka,pitcher_strikeouts,4.5,UNDER,0.5,underdog,134.2%,High,Jonathan Cannon,pitcher_strikeouts,4.5,UNDER,0.5,underdog,134.2%,High,,,,,,,,,,,,,,,,,135.7%,97.0%,4.07,15.0%,33.3%,Very High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Tyler Glasnow pitcher_strikeouts UNDER 4.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 2: Michael Soroka pitcher_strikeouts UNDER 4.5 (pred: 0.5, edge: 134.2%, underdog) | Pick 3: Jonathan Cannon pitcher_strikeouts UNDER 4.5 (pred: 0.5, edge: 134.2%, underdog)"
6,4,4-pick: Tyler Glasnow pitcher_strikeouts UNDER 4.5 | Michael Soroka pitcher_strikeouts UNDER 6.5 | Jonathan Cannon pitcher_strikeouts UNDER 6.5 | Andrew Abbott total_bases OVER 3.5,Tyler Glasnow,pitcher_strikeouts,4.5,UNDER,0.5,prizepicks,138.6%,High,Michael Soroka,pitcher_strikeouts,6.5,UNDER,0.5,prizepicks,138.6%,High,Jonathan Cannon,pitcher_strikeouts,6.5,UNDER,0.5,prizepicks,138.6%,High,Andrew Abbott,total_bases,3.5,OVER,20.3,prizepicks,81.5%,High,,,,,,,,,124.3%,96.1%,4.97,15.0%,50.0%,Very High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Tyler Glasnow pitcher_strikeouts UNDER 4.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 2: Michael Soroka pitcher_strikeouts UNDER 6.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 3: Jonathan Cannon pitcher_strikeouts UNDER 6.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 4: Andrew Abbott total_bases OVER 3.5 (pred: 20.3, edge: 81.5%, prizepicks)"
7,4,4-pick: Tyler Glasnow pitcher_strikeouts UNDER 4.5 | Michael Soroka pitcher_strikeouts UNDER 6.5 | Jonathan Cannon pitcher_strikeouts UNDER 6.5 | Andrew Abbott total_bases OVER 2.5,Tyler Glasnow,pitcher_strikeouts,4.5,UNDER,0.5,prizepicks,138.6%,High,Michael Soroka,pitcher_strikeouts,6.5,UNDER,0.5,prizepicks,138.6%,High,Jonathan Cannon,pitcher_strikeouts,6.5,UNDER,0.5,prizepicks,138.6%,High,Andrew Abbott,total_bases,2.5,OVER,20.3,prizepicks,81.5%,High,,,,,,,,,124.3%,96.1%,4.97,15.0%,50.0%,Very High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Tyler Glasnow pitcher_strikeouts UNDER 4.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 2: Michael Soroka pitcher_strikeouts UNDER 6.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 3: Jonathan Cannon pitcher_strikeouts UNDER 6.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 4: Andrew Abbott total_bases OVER 2.5 (pred: 20.3, edge: 81.5%, prizepicks)"
8,4,4-pick: Tyler Glasnow pitcher_strikeouts UNDER 4.5 | Michael Soroka pitcher_strikeouts UNDER 6.5 | Jonathan Cannon pitcher_strikeouts UNDER 6.5 | Andrew Abbott total_bases OVER 3.5,Tyler Glasnow,pitcher_strikeouts,4.5,UNDER,0.5,prizepicks,138.6%,High,Michael Soroka,pitcher_strikeouts,6.5,UNDER,0.5,prizepicks,138.6%,High,Jonathan Cannon,pitcher_strikeouts,6.5,UNDER,0.5,prizepicks,138.6%,High,Andrew Abbott,total_bases,3.5,OVER,20.3,prizepicks,81.5%,High,,,,,,,,,124.3%,96.1%,4.97,15.0%,50.0%,Very High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Tyler Glasnow pitcher_strikeouts UNDER 4.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 2: Michael Soroka pitcher_strikeouts UNDER 6.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 3: Jonathan Cannon pitcher_strikeouts UNDER 6.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 4: Andrew Abbott total_bases OVER 3.5 (pred: 20.3, edge: 81.5%, prizepicks)"
9,4,4-pick: Tyler Glasnow pitcher_strikeouts UNDER 4.5 | Michael Soroka pitcher_strikeouts UNDER 6.5 | Jonathan Cannon pitcher_strikeouts UNDER 6.5 | Andrew Abbott total_bases OVER 3.5,Tyler Glasnow,pitcher_strikeouts,4.5,UNDER,0.5,prizepicks,138.6%,High,Michael Soroka,pitcher_strikeouts,6.5,UNDER,0.5,prizepicks,138.6%,High,Jonathan Cannon,pitcher_strikeouts,6.5,UNDER,0.5,prizepicks,138.6%,High,Andrew Abbott,total_bases,3.5,OVER,20.3,prizepicks,81.5%,High,,,,,,,,,124.3%,96.1%,4.97,15.0%,50.0%,Very High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Tyler Glasnow pitcher_strikeouts UNDER 4.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 2: Michael Soroka pitcher_strikeouts UNDER 6.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 3: Jonathan Cannon pitcher_strikeouts UNDER 6.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 4: Andrew Abbott total_bases OVER 3.5 (pred: 20.3, edge: 81.5%, prizepicks)"
10,4,4-pick: Tyler Glasnow pitcher_strikeouts UNDER 4.5 | Michael Soroka pitcher_strikeouts UNDER 6.5 | Jonathan Cannon pitcher_strikeouts UNDER 6.5 | Cal Raleigh total_bases OVER 2.5,Tyler Glasnow,pitcher_strikeouts,4.5,UNDER,0.5,prizepicks,138.6%,High,Michael Soroka,pitcher_strikeouts,6.5,UNDER,0.5,prizepicks,138.6%,High,Jonathan Cannon,pitcher_strikeouts,6.5,UNDER,0.5,prizepicks,138.6%,High,Cal Raleigh,total_bases,2.5,OVER,20.3,prizepicks,81.5%,High,,,,,,,,,124.3%,96.1%,4.97,15.0%,50.0%,Very High,STRONG BET,WARNING: Verify lines on live platforms - scraped data may be outdated,"Pick 1: Tyler Glasnow pitcher_strikeouts UNDER 4.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 2: Michael Soroka pitcher_strikeouts UNDER 6.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 3: Jonathan Cannon pitcher_strikeouts UNDER 6.5 (pred: 0.5, edge: 138.6%, prizepicks) | Pick 4: Cal Raleigh total_bases OVER 2.5 (pred: 20.3, edge: 81.5%, prizepicks)"
