player,category,source,line,prediction,model_prob_over,implied_prob,recommended_bet,expected_value,edge,confidence,odds
Carlos Correa,total_bases,underdog,0.5,20.843028094227282,0.9973532070650989,0.5238095238095238,UNDER,0.9040379407606431,0.9040379407606431,VERY_HIGH,-110
Carlos Correa,total_bases,underdog,0.5,20.843028094227282,0.9973532070650989,0.5238095238095238,UNDER,0.9040379407606431,0.9040379407606431,VERY_HIGH,-110
Wenceel Perez,total_bases,underdog,0.5,20.843028094227282,0.9973532070650989,0.5238095238095238,UNDER,0.9040379407606431,0.9040379407606431,VERY_HIGH,-110
Mike Yastrzemski,total_bases,underdog,0.5,20.843028094227282,0.9973532070650989,0.5238095238095238,UNDER,0.9040379407606431,0.9040379407606431,VERY_HIGH,-110
Zac Veen,total_bases,underdog,0.5,20.843028094227282,0.9973532070650989,0.5238095238095238,UNDER,0.9040379407606431,0.9040379407606431,VERY_HIGH,-110
Dylan Moore,total_bases,underdog,0.5,20.843028094227282,0.9973532070650989,0.5238095238095238,UNDER,0.9040379407606431,0.9040379407606431,VERY_HIGH,-110
Tyler Naquin,total_bases,underdog,0.5,20.843028094227282,0.9973532070650989,0.5238095238095238,UNDER,0.9040379407606431,0.9040379407606431,VERY_HIGH,-110
Daniel Vellojin,total_bases,underdog,0.5,20.843028094227282,0.9973532070650989,0.5238095238095238,UNDER,0.9040379407606431,0.9040379407606431,VERY_HIGH,-110
Carlos Colmenares,total_bases,underdog,0.5,20.843028094227282,0.9973532070650989,0.5238095238095238,UNDER,0.9040379407606431,0.9040379407606431,VERY_HIGH,-110
Carlos Colmenares,total_bases,underdog,0.5,20.843028094227282,0.9973532070650989,0.5238095238095238,UNDER,0.9040379407606431,0.9040379407606431,VERY_HIGH,-110
Will Brennan,total_bases,underdog,0.5,20.843028094227282,0.9973532070650989,0.5238095238095238,UNDER,0.9040379407606431,0.9040379407606431,VERY_HIGH,-110
Will Brennan,total_bases,underdog,0.5,20.843028094227282,0.9973532070650989,0.5238095238095238,UNDER,0.9040379407606431,0.9040379407606431,VERY_HIGH,-110
Matt Olson,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Matt Olson,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Francisco Lindor,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Willi Castro,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Brandon Lowe,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Brice Turang,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Carlos Santana,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Carlos Santana,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Jake Mangum,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Kyle Farmer,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Mark Vientos,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Max Muncy,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Max Muncy,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Bo Naylor,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Taylor Walls,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Taylor Walls,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Taylor Walls,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Will Holland,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Will Holland,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Joey Ortiz,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Jake Bauers,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Matt Vierling,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Matt Vierling,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Pedro Pages,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Jake McCarthy,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Mark Canha,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Gio Urshela,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Matt Thaiss,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Matt Thaiss,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Max Schuemann,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Max Schuemann,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Tyler Fitzgerald,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Zack Gelof,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Bryce Eldridge,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Tyler Callihan,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Jon Singleton,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Jon Singleton,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
Daniel Johnson,total_bases,underdog,0.5,20.72514364134918,0.9973500196227314,0.5238095238095238,UNDER,0.9040318556433962,0.9040318556433962,VERY_HIGH,-110
