player,category,source,line,prediction,model_prob_over,implied_prob,recommended_bet,expected_value,edge,confidence,optimal_entry_size,kelly_bet_pct,kelly_bet_amount,odds
Freddie Freeman,total_bases,prizepicks,5.5,2.015066139094322,0.010081809717103374,0.5850622406639004,UNDER,1.3857028385817811,1.3857028385817811,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Shohei Ohtani,runs,prizepicks,2.5,0.47555140467407064,0.021462008004525468,0.5850622406639004,UNDER,1.3582765607090939,1.3582765607090939,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Shohei Ohtani,rbi,prizepicks,2.5,0.4760452893587755,0.021487405927308134,0.5850622406639004,UNDER,1.3582153517151876,1.3582153517151876,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Will Smith,rbi,prizepicks,2.5,0.4760452893587755,0.021487405927308134,0.5850622406639004,UNDER,1.3582153517151876,1.3582153517151876,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Freddie Freeman,rbi,prizepicks,2.5,0.4760452893587755,0.021487405927308134,0.5850622406639004,UNDER,1.3582153517151876,1.3582153517151876,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Will Wagner,rbi,prizepicks,2.5,0.4760452893587755,0.021487405927308134,0.5850622406639004,UNDER,1.3582153517151876,1.3582153517151876,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Ketel Marte,hits,prizepicks,2.5,0.8254019518239436,0.04700656124639402,0.5850622406639004,UNDER,1.2967141873961907,1.2967141873961907,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Freddie Freeman,hits,prizepicks,2.5,0.8254019518239436,0.04700656124639402,0.5850622406639004,UNDER,1.2967141873961907,1.2967141873961907,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Mookie Betts,hits,prizepicks,2.5,0.8254019518239436,0.04700656124639402,0.5850622406639004,UNDER,1.2967141873961907,1.2967141873961907,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Andy Pages,hits,prizepicks,2.5,0.8254019518239436,0.04700656124639402,0.5850622406639004,UNDER,1.2967141873961907,1.2967141873961907,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
