player,category,source,line,prediction,model_prob_over,implied_prob,recommended_bet,expected_value,edge,confidence,optimal_entry_size,kelly_bet_pct,kelly_bet_amount,odds
Tyler Glasnow,pitcher_strikeouts,prizepicks,4.5,0.5011592632981895,0.01,0.5850622406639004,UNDER,1.3859000000000001,1.3859000000000001,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Michael Soroka,pitcher_strikeouts,prizepicks,6.5,0.5011592632981895,0.01,0.5850622406639004,UNDER,1.3859000000000001,1.3859000000000001,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Jonathan Cannon,pitcher_strikeouts,prizepicks,6.5,0.5011592632981895,0.01,0.5850622406639004,UNDER,1.3859000000000001,1.3859000000000001,VERY_HIGH,3,0.25,250.0,3-pick entry (~58.5% per leg)
Tyler Glasnow,pitcher_strikeouts,underdog,4.5,0.5011592632981895,0.01,0.577345731191885,UNDER,1.34234,1.34234,VERY_HIGH,2,0.25,250.0,2-pick entry (~57.7% per leg)
Michael Soroka,pitcher_strikeouts,underdog,4.5,0.5011592632981895,0.01,0.577345731191885,UNDER,1.34234,1.34234,VERY_HIGH,2,0.25,250.0,2-pick entry (~57.7% per leg)
Jonathan Cannon,pitcher_strikeouts,underdog,4.5,0.5011592632981895,0.01,0.577345731191885,UNDER,1.34234,1.34234,VERY_HIGH,2,0.25,250.0,2-pick entry (~57.7% per leg)
Andrew Abbott,total_bases,prizepicks,3.5,20.27522110689489,0.99,0.5454545454545454,OVER,0.8150000000000002,0.8150000000000002,VERY_HIGH,6,0.25,250.0,6-pick entry (~54.5% per leg)
Andrew Abbott,total_bases,prizepicks,2.5,20.27522110689489,0.99,0.5454545454545454,OVER,0.8150000000000002,0.8150000000000002,VERY_HIGH,6,0.25,250.0,6-pick entry (~54.5% per leg)
Andrew Abbott,total_bases,prizepicks,3.5,20.27522110689489,0.99,0.5454545454545454,OVER,0.8150000000000002,0.8150000000000002,VERY_HIGH,6,0.25,250.0,6-pick entry (~54.5% per leg)
Andrew Abbott,total_bases,prizepicks,3.5,20.27522110689489,0.99,0.5454545454545454,OVER,0.8150000000000002,0.8150000000000002,VERY_HIGH,6,0.25,250.0,6-pick entry (~54.5% per leg)
Cal Raleigh,total_bases,prizepicks,2.5,20.27522110689489,0.99,0.5454545454545454,OVER,0.8150000000000002,0.8150000000000002,VERY_HIGH,6,0.25,250.0,6-pick entry (~54.5% per leg)
Cal Raleigh,total_bases,prizepicks,3.5,20.27522110689489,0.99,0.5454545454545454,OVER,0.8150000000000002,0.8150000000000002,VERY_HIGH,6,0.25,250.0,6-pick entry (~54.5% per leg)
Sean Murphy,total_bases,prizepicks,3.5,20.27522110689489,0.99,0.5454545454545454,OVER,0.8150000000000002,0.8150000000000002,VERY_HIGH,6,0.25,250.0,6-pick entry (~54.5% per leg)
Tyler Stephenson,total_bases,prizepicks,2.5,20.72514364134918,0.99,0.5454545454545454,OVER,0.8150000000000002,0.8150000000000002,VERY_HIGH,6,0.25,250.0,6-pick entry (~54.5% per leg)
Tyler Stephenson,total_bases,prizepicks,3.5,20.72514364134918,0.99,0.5454545454545454,OVER,0.8150000000000002,0.8150000000000002,VERY_HIGH,6,0.25,250.0,6-pick entry (~54.5% per leg)
Tyler Stephenson,total_bases,prizepicks,3.5,20.72514364134918,0.99,0.5454545454545454,OVER,0.8150000000000002,0.8150000000000002,VERY_HIGH,6,0.25,250.0,6-pick entry (~54.5% per leg)
Tyler Stephenson,total_bases,prizepicks,3.5,20.72514364134918,0.99,0.5454545454545454,OVER,0.8150000000000002,0.8150000000000002,VERY_HIGH,6,0.25,250.0,6-pick entry (~54.5% per leg)
Matt Olson,total_bases,prizepicks,1.5,16.958431825990104,0.99,0.5454545454545454,OVER,0.8150000000000002,0.8150000000000002,VERY_HIGH,6,0.25,250.0,6-pick entry (~54.5% per leg)
Matt Olson,total_bases,prizepicks,2.5,16.958431825990104,0.99,0.5454545454545454,OVER,0.8150000000000002,0.8150000000000002,VERY_HIGH,6,0.25,250.0,6-pick entry (~54.5% per leg)
Matt Olson,total_bases,prizepicks,1.5,16.958431825990104,0.99,0.5454545454545454,OVER,0.8150000000000002,0.8150000000000002,VERY_HIGH,6,0.25,250.0,6-pick entry (~54.5% per leg)
Josh Naylor,total_bases,prizepicks,3.5,20.27522110689489,0.99,0.5454545454545454,OVER,0.8150000000000002,0.8150000000000002,VERY_HIGH,6,0.25,250.0,6-pick entry (~54.5% per leg)
Josh Naylor,total_bases,prizepicks,3.5,20.27522110689489,0.99,0.5454545454545454,OVER,0.8150000000000002,0.8150000000000002,VERY_HIGH,6,0.25,250.0,6-pick entry (~54.5% per leg)
Josh Naylor,total_bases,prizepicks,2.5,20.27522110689489,0.99,0.5454545454545454,OVER,0.8150000000000002,0.8150000000000002,VERY_HIGH,6,0.25,250.0,6-pick entry (~54.5% per leg)
